Questions,Category
"Determine the two natural frequencies for small oscillations of the pendulum shown in Fig. Q 4(b). Assume the rods are mass less and rigid. Take K = 1 kN/m, L = 0.75 m, a = 0.4 m, m1 = 3 kg, m2 = 5 kg.",BT3
"A machine of mass 150 kg supported on springs of total stiffness 1050 kN/m is modelled as shown in Fig. Q 5(a). It has an excitation force of 525 N at a speed of 6000 rpm. The damping factor of the system is 0.3. Determine, i) The amplitude caused by the unbalance and its phase angle ii) The transmissibility iii) The actual force transmitted and its phase angle.",BT3
"A machine weighing 750 N is mounted on springs of 1200 kN/m stiffness with damping factor of 0.2. A piston within the machine weighing 20 N has a reciprocating motion with a stroke of 0.075 m and a speed of 3000 rpm. Assume the motion of the piston to be harmonic. Determine, i) Amplitude of motion of the machine and its phase angle w.r.t. the exciting force. ii) The transmissibility, the force transmitted to the foundation and its phase angle w.r.t. the exciting force. iii) Has the vibration isolation achieved, if so how? iv) Explain the effect of increasing the operating speed of the system on isolation",BT4
"Find the fundamental natural frequency of transverse vibration for the system shown in Fig. Q 7(b) using Rayleigh’s method. Take m1 =80 kg, m2 = 40 kg, x=0.25m, L=0.4 m, E=200 GPa and I =4x10-7 m4 .",BT3
Explain in detail the procedure of experimental modal analysis with necessary hardware components.,BT2
Explain with sketch seismic instruments. It is desired to measure the maximum acceleration of a machine part which vibrates violently with a frequency of 700 cpm. Accelerometer attached to it has a mass of 0.05 kg and spring constant of 1800 N/m. Total travel of the accelerometer indicator is 8.2 mm. Determine the maximum amplitude and maximum acceleration of the vibrating part.,BT2
"The five-bolt connection shown in Figure Q.1b must support an applied load of P = 265 kN. If the average shear stress in the bolts must be limited to 120 MPa, determine the minimum bolt diameter that may be used for this connection.",BT3
State the Hook's law. Neatly draw the Stress-strain diagram for Steel indicating all silent points and zones on it.,BT2
"For the simply supported beam subjected to the loading shown in figure Q. 5a, (a) Derive equations for the shear force V and the bending moment M for any location in the beam. (Place the origin at point A.) (b) Plot the shear-force and bending-moment diagrams for the beam using the derived functions. (c) Report the maximum bending moment and its location.",BT3
Derive the flexural formula for a beam subjected to pure bending.,BT2
Explain the syntax for ‘for loop,BT2
What is the difference between including the header file with-in angular braces < > and double quotes “ ”,BT2
What is the meaning of base address of the array,BT2
What is the difference between actual and formal parameters,BT2
Explain the different ways of passing parameters to the functions,BT2
Explain the use of comma operator,BT2
Differentiate between entry and exit controlled loops,BT2
Is there a better solution to,BT6
How is an array different from linked list,BT2
A class of 10 students consists of 5 males and 5 females. We intend to train a model based on their past scores to predict the future score. The average score of females is 60 whereas that of male is 80. The overall average of the class is 70. Give two ways of predicting the score and analyse them for fitting model.,BT4
"Suppose that we want to select between two prediction models, M1 and M2. We have performed 10 rounds of 10-fold cross-validation on each model, whereas the same data partitioning in round one is used for both M1 and M2. The error rates obtained for M1 are 30.5, 32.2, 20.7, 20.6, 31.0, 41.0, 27.7, 26.0, 21.5, 26.0. The error rates for M2 are 22.4, 14.5, 22.4, 19.6, 20.7, 20.4, 22.1, 19.4, 16.2, 35.0. Comment on whether one model is significantly better than the other considering a significance level of 1%.",BT4
"While writing a C code, the problem faced by the programmers is to find if the parenthesis is balanced or not. Write an algorithm to check if the parenthesis in C code are balanced. Initially your code should work for balanced { and } braces",BT4
Swapping of the data in a linked list can be performed by swapping the contents in the linked list. Can the contents of a linked list be swapped without actually swapping the data,BT4
Predict whether Phillip will ever go back to visit the Cay after several years of recovery. Assuming he gets his sight back.,BT6
Recommend how our classroom or playground could be improved.,BT6
State the rule for balls and strikes in baseball.,BT1
State the rule for using a semicolon in a sentence.,BT1
What are major facts about particular cultures and societies,BT1
What are the major products and exports of countries,BT1
What are the representational symbols on maps and charts,BT1
What are the structure or functions of Congress,BT1
What are the units of corrosion penetration rates? Relate these to Faraday's law,BT1
What does ICT stands for,BT1
What is  your family name,BT1
What is a global variable?,BT1
What is a textual index,BT1
What is the setting of To Kill a Mockingbird?,BT1
What is the title of the first movie you saw,BT1
What season are we in right now?,BT1
when did saudi arabia start using internet,BT1
when did the first saudi radio station open,BT1
When did the second world war happen ,BT1
When did you born ?,BT1
when was the first airport in the yemen built,BT1
when was the UN formed,BT1
Which of the following is the method for determining the volume of a cylinder?,BT1
Which of the following item does not belong to the set ?,BT1
Which of the two liquids is hypotonic,BT1
which part of a data packet is used by a router to determine the destination network,BT1
Which technology is used by laser printer,BT1
Who is the first president   of USA,BT1
who is the founder of the kingdom of saudi Arabia,BT1
who was the first man on the moon,BT1
who was the first to compose in the arts of makamat,BT1
Who was the writer of the Hamilton,BT1
Can you state in your own words what the problem is asking you to do,BT2
State in your own words what the author means when he says,BT2
Summarize a historical document,BT2
Summarize a story in own words.,BT2
Summarize Jem’s beliefs about Boo Radley,BT2
Summarize the basic tenets of collaborative conservation.,BT2
Summarize the basic tenets of deconstructionism.,BT2
Summarize this magazine article.,BT2
Tell how Phillip kept himself alive after Timothy died.,BT2
Tell in your own words how the setting of the story made it more interesting.,BT2
Tell in your own words the beginning of the book.,BT2
"In your own words, tell what is meant by the definition of an isosceles triangle.",BT2
"In your own words, how would you define transferable skills",BT2
Translate a written text aloud from L2 to English.,BT2
Translate an equation into a computer spreadsheet.,BT2
Translate an equation into a spreadsheet formula.,BT2
Translate the following passage from The Iliad into English.,BT2
Use the E-pH or Pourbaix diagram of Cr to determine the control current and potential for the anodic protection of a S43000 stainless steel vessel.,BT2
"Compare and contrast two treatments of either drapery or animals by Greek sculptors, establishing their artistic contexts",BT2
"Briefly compare this way of testing the satisfiability of to the more standard way using SLD Resolution, as in Prolog",BT2
How would you compare SAS with the Visual Basic Application and SPSS for the processing and analysis of mainframe data,BT2
Describe and compare the role of Islamic law in the legal systems of Malaysia and Pakistan,BT2
Express the rule in function notation,BT2
Express the following systems in matrix form,BT2
Express the following percentages as fractions in simplest form,BT2
Explain the whole method of crushing,BT2
"In your own words, how would you summarize the story up",BT2
Summarize the main point of these two texts in your own words,BT2
Outline the aim of two studies within the,BT2
Outline your experience in working with service users,BT2
How do teenagers use code in emails and instant messages?,BT3
Use the second-derivative test to determine whether critical points where f0(x) = 0 yield relative maxima or relative minima,BT3
Use the unification algorithm to determine whether the following two terms are uni_able. Show intermediate step,BT3
Use tableau methods to prove that the following tableau is valid.,BT3
Use a sketch too find the exact value of each expression,BT3
Use Gauss’ Law to find the electric field between the plates when the charge on them is Q,BT3
What happens if you restrict a determinental process to a subset R  S? ,BT3
What would happen if the rainfall doubled in your state next year,BT3
What happens if you change the direction of the displacement (but not its size)?,BT3
What would you do if a heavy growth of bacteria had occurred,BT3
What would result if …,BT3
What approach would you use to prove the truth of the below statement,BT3
Construct one Turing Machine for computing each of the following functions,BT3
Construct a Venn diagram to determine the validity of the given argument.,BT3
Construct a dictionary and a truth table to determine if the following statements are logically equivalent,BT3
"How can we construct H given I, B and E?",BT3
Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,BT3
How do you construct foliations on a given manifold M?,BT3
How to Construct the Optimal Maintenance Problem,BT3
How to construct simple solutions when problems are complex?,BT3
Construct the 4-Bit Ripple carry Adder Circuit,BT3
Construct an analog circuit with the following specifications,BT3
Construct the Data Path of the RISC Processor given in the previous question,BT3
How do we construct agents that can deliver. “good” assistance,BT3
How to construct the selected information system,BT3
Show how they have used creative writing strategies appropriate to the format,BT3
Show how to modify Fitch's algorithm given in class today to accommodate non-binary,BT3
Show how E-CRM can be used to improve marketing positioning as explained in the article,BT3
How would you show your understanding of the ABC process,BT3
Show me how you would check the brake lights are working on this car,BT3
In what ways are foxes similar to wolves and dogs,BT4
How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,BT4
Examine the data in the EMPLOYEES and DEPARTMENTS tables,BT4
Examine the differences between the model excluding the most influential observation and the model including all observations.,BT4
Critically examine the strengths and weaknesses of the positivist paradigm,BT4
Examine differences between the means of each individual switching factor.,BT4
Examine carefully the given map extract on the following page to help you work out the exercise below.,BT4
"Inspect each of these Boolean expressions, and determine whether each one is a sum of products, or a product of sums",BT4
Inspect the size of the loaded data: how many objects and variables does the iris data matrix contain?,BT4
Can you distinguish for me between what is reasonably  achievable and what are  exaggerations,BT4
Can you distinguish aged rums from unaged rums by smell,BT4
Can you distinguish pot still rums from column still rums by taste,BT4
Inspect the pattern of GPS positions relative to the “known” published value,BT4
How does your agency inspect against its expectation for operators,BT4
How to inspect and maintain fresh water plumbing systems properly,BT4
Can you analyze the fractures and determine which should be repaired surgically,BT4
Can you please analyze modern contemporary culture and tell me how your work plays a significant part in the remains of our post-modernist culture ?,BT4
"How effectively did students analyze course content on race, class, and privilege through autobiographical reflection",BT4
How do you analyze a marginally RCT,BT4
"Contrast the treatment of ""well known"" trademarks provided by Paris Article and by TRIPS Article",BT4
Contrast the Valles Marineris on Mars with the Grand Canyon,BT4
How does Hawaii contrast and compare to Florida?,BT4
Investigate whether or not the system can be solved for x; y; z ,BT4
Investigate (pointwise) convergence and absolute convergence of the given series of functions,BT4
How would you investigate this patient,BT4
How would you investigate this abnormality,BT4
What can I do to investigate this problem further,BT4
how the investigation was undertaken,BT4
How would you differentiate between heterodox and mainstream,BT4
"How do I differentiate between ""deceive"" and ""cheat on""?",BT4
Revise how to complete a complex task in order to improve the outcome.,BT5
Revises and process to improve the outcome.,BT5
"structure, sorts the list in ascending order, displays the list on the screen and stores the list",BT5
Suppose Phillip wasn't rescued shortly after Timothy's death. How long could he have survived?,BT5
"Using information from the book about one of the main characters, rewrite the ending of the book.",BT5
What ideas can you add to...?,BT5
What might happen if you combined...?,BT5
What solutions would you suggest for...?,BT5
What would happen if . . .?,BT5
What would you predict/infer from...?,BT5
Why don’t you devise your own way to deal with . . .?,BT5
Why not compose a song about . . .?,BT5
"Write a C program that accepts integer inputs from the screen, computes the total and average values; and displays the values on the screen.",BT5
Write a letter to the editor on a social issue of concern to you.,BT5
Write a logically organized argument in favor of a given position.,BT5
Write a poem about this book.,BT5
Write a set of rules to prevent what happened in the story.,BT5
Write a short story relating a personal experience in the style of a picaresque novel.,BT5
Write a song about 'Old MacDonald' who had a bulldozer instead of a farm.,BT5
Write an essay in not more than 250 words about India and Technological Advancement. Use active voice as much as possible.,BT5
How do you combine the results of various individual tests to determine whether a student can progress to a next semester / phase / year?,BT5
How can we combine and abstract facts about a software system to create new knowledge?,BT5
How to combine virtual symmetry and symbolic model checking effectively,BT5
How do we efficiently combine multiple subject graphs to construct an aig with choice,BT5
how do we devise a way to enforce the laws,BT5
can you devise an explicit formula for,BT5
Do you devise a systematic approach in order to get larger progressions,BT5
Develop and execute a program for this exercise,BT5
Develop a network based on the following information: Activity Immediate predecessors,BT5
How could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,BT5
Select the best proposal for a proposed water treatment plant.,BT6
Select the most effective solution.,BT6
suggest ways in which it could have responded more effectively,BT6
decide about the most exciting part of the book. being sure to give at least three reasons why?,BT6
Use a judge and jury to discuss the statement 'Children enjoy Anthony Browne's books because of the illustrations'.,BT6
"Using straight value depreciation, decide between two copper-nickel alloys for the design of a heat exchanger. ",BT6
"Using the basic principles of socialism discussed in this course, evaluate the US economic system by providing key arguments to support your judgment.",BT6
Was Hemingway a great American writer? First you will need to define greatness.,BT6
What changes to . . . would you recommend?,BT6
What criteria would you use to assess the validity of a business contract?,BT6
What criteria would you use to assess...?,BT6
What do you think about . . .?,BT6
What is part of this book did you like best. Tell why you like it?,BT6
What is the most important...?,BT6
Which of the following actions would probably be least effective in determining the answer?,BT6
"Which of the two algorithms, bubblesort or quicksort, is more efficient? Justify your answer.",BT6
Would you have liked to have had Cinderella for a sister? Explain why or why not.,BT6
Write a list of criteria to judge the Willy raps.,BT6
Revise the story and specify the type of audience that would enjoy this book.,BT6
Estimate the epicentral coordinates of the earth-quake,BT6
Estimate the risk of serious illness for consumers in different susceptible population groups,BT6
Estimate expenditure on HIV/AIDS education,BT6
Estimate the difficulty of the question,BT6
Estimate roughly how long the collision process takes,BT6
What do you think is the best thing about coming to Viestal?,BT6
What do you think is the mass and why,BT6
What do you think are the strengths of using integrated math in your program?,BT6
Do you think that this statement conveys the idea that i am trying to portray,BT6
How do you think the community should grow or change,BT6
How Do You Think One Should Reason in Making Ethical Decisions in Business,BT6
